FECHA,NOMBRE DE EMPRESAS,DEPARTAMENTO,Ciudad,Localidad,SECTOR,Horas/Reinversión,ID_Cliente,Puestos Medidos,Puesto 1,Puesto 2,Puesto 3,Puesto 4,Puesto 5,Puesto 6,Puesto 7,Puesto 8,Puesto 9,Puesto 10,Puesto 11,Puesto 12,Puesto 13,Puesto 14,Puesto 15,Puesto 16,Puesto 17,Puesto 18,Puesto 19,Puesto 20,Puesto 21,Puesto 22,Puesto 23,Puesto 24,Puesto 25,Puesto 26,Puesto 27,Puesto 28,Puesto 29,Puesto 30,Puesto 31,Puesto 32,Puesto 33,Puesto 34,Puesto 35,Puesto 36,Puesto 37,Puesto 38,Puesto 39,Puesto 40,Puesto 41,Puesto 42,Puesto 43,Puesto 44,Puesto 45,Puesto 46,Puesto 47,Puesto 48,Puesto 49,Puesto 50,Puesto 51,Puesto 52,Puesto 53,Puesto 54,Puesto 55,Puesto 56,Puesto 57,Puesto 58,Puesto 59,Puesto 60,Puesto 61,Puesto 62,Puesto 63,Puesto 64,Puesto 65,Puesto 66,Puesto 67,Puesto 68,Puesto 69,Puesto 70,Puesto 71,Puesto 72,Puesto 73,Puesto 74,Puesto 75,Puesto 76,Puesto 77,Puesto 78,Puesto 79,Puesto 80,Puesto 81,Puesto 82,Puesto 83,Puesto 84,Puesto 85,Puesto 86,Puesto 87,Puesto 88,Puesto 89,Puesto 90,Puesto 91,Puesto 92,Puesto 93,Puesto 94,Puesto 95,Puesto 96,Puesto 97,Puesto 98,Puesto 99,Puesto 100,Puesto 101,Puesto 102,Puesto 103,Puesto 104,Puesto 105,Puesto 106,Puesto 107,Puesto 108,Puesto 109,Puesto 110,Puesto 111,Puesto 112,Puesto 113,Puesto 114,Puesto 115,Puesto 116,Puesto 117,Puesto 118,Puesto 119,Puesto 120,Puesto 121,Puesto 122,Puesto 123,Puesto 124,Puesto 125,Puesto 126,Puesto 127,Puesto 128,Puesto 129,Puesto 130,Puesto 131,Puesto 132,Puesto 133,Puesto 134,Puesto 135,Puesto 136,Puesto 137,Puesto 138,Puesto 139,Puesto 140,Puesto 141,Puesto 142,Puesto 143,Puesto 144,Puesto 145,Puesto 146,Puesto 147,Puesto 148,Puesto 149,Puesto 150,Puesto 151,Puesto 152,Puesto 153,Puesto 154,Puesto 155,Puesto 156,Puesto 157,Puesto 158,Puesto 159,Puesto 160,Puesto 161,Puesto 162,Puesto 163,Puesto 164,Puesto 165,Puesto 166,Puesto 167,Puesto 168,Puesto 169,Puesto 170,Puesto 171,Puesto 172,Puesto 173,Puesto 174,Puesto 175,Puesto 176,Puesto 177,Puesto 178,Puesto 179,Puesto 180,Puesto 181,Puesto 182,Puesto 183,Puesto 184,Puesto 185,Puesto 186,Puesto 187
2/28/2023,GOLDEN FLEX S A,"Bogotá, Distrito Capital",Bogotá,Santa Fe,Construcción,12,Cliente 136,15,136,,,,,,,,,,,,240,,,,,,,,,,,,329,,,,,,,,,,,,,139,,,,,,,,,,,,,455,,,,,,,,,,,,295,,,,,,,,,,,,341,,,,,,,,,,,,1545,,,,,,,,,,,,231,,,,,,,,,,,,283,,,,,,,,,,,,277,,,,,,,,,,,,478,,,,,,,,,,,,71,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,986,,,,,,,,,,,
2/28/2023,GOMEZ GARCIA ADRIANA CONSTANZA,Huila,Neiva,Neiva,Investigación médica y tecnologías en salud,11,Cliente 137,14,,,,,,,,,,,,,217,,,,,,,,,,,,,341,,,,,,,,,,,,,,276,,,,,,,,,,,,,988,,,,,,,,,,,,,280,,,,,,,,,,,,,,322,,,,,,,,,,,,,531,,,,,,,,,,,,,,330,,,,,,,,,,,,,514,,,,,,,,,,,,,732,,,,,,,,,,,,,76,,,,,,,,,,,,,101,,,,,,,,,,,,,234,,,,,,,,,,,,,,,349
11/10/2023,GRUPO CORAL INGENIEROS SAS,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,TIC,2,Cliente 138,5,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2023,GRUPO EMPRESARIAL GUANA ORTIZ SAS,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Servicios financieros,5,Cliente 139,8,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,,,
3/14/2023,GRUPO EMPRESARIAL MAMUT S A S,"Bogotá, Distrito Capital",Bogotá,Chia,Investigación médica y tecnologías en salud,8,Cliente 140,11,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,408,,,,
11/27/2023,GRUPO POSSO S.A.S.,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Energía,6,Cliente 141,9,,,,,,,,319,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,
11/9/2023,GUILLERMO Y HERNANDO QUINTERO Y CIA S A QUINTEROS S A,Atlántico,Barranquilla,Barranquilla,Servicios financieros,9,Cliente 142,12,,,,236,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,518,,,,,,,,,,,,,,,598,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,429,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,1012,,,,,,,,,,,
2/2/2023,GUSTAVO ADOLFO POLO OYAGA,Bolívar,Cartagena,Cartagena,Ganadería,5,Cliente 143,8,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,758,,,,,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,289,,
7/2/2023,GUSTAVO ARCESIO FAUDEL DOMINGUEZ,"Bogotá, Distrito Capital",Bogotá,Suba,Estatales,11,Cliente 144,14,,,,,,,,329,,,,,,,,,,,,,571,,,,,,,,,,,,,,583,,,,,,,,,,,,,495,,,,,,,,,,,,,322,,,,,,,,,,,,,,296,,,,,,,,,,,,,245,,,,,,,,,,,,,,279,,,,,,,,,,,,,320,,,,,,,,,,,,,512,,,,,,,,,,,,,282,,,,,,,,,,,,,1492,,,,,,,,,,,,,549,,,,,,,,,,,,,,,542,,,,,
10/15/2023,HABILIDADES BLANDAS SAS,Norte de Santander,Cúcuta,Cúcuta,Investigación médica y tecnologías en salud,9,Cliente 145,12,,,,,,,95,,,,,,,,,,,,,,,,981,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,1495,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,741,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,453,,,,,,,,
10/17/2023,HABITUDES SAS,"Bogotá, Distrito Capital",Bogotá,Sumapaz,"Cultura, ocio y entretenimiento",9,Cliente 146,12,123,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,
4/13/2023,HECTOR ALFREDO MORENO VELASQUEZ,Risaralda,Pereira,Pereira,Construcción,11,Cliente 147,14,,,,,,,,,,190,,,,,,,,,,,,,977,,,,,,,,,,,,,,1059,,,,,,,,,,,,,300,,,,,,,,,,,,,278,,,,,,,,,,,,,,445,,,,,,,,,,,,,454,,,,,,,,,,,,,,277,,,,,,,,,,,,,324,,,,,,,,,,,,,86,,,,,,,,,,,,,180,,,,,,,,,,,,,194,,,,,,,,,,,,,1942,,,,,,,,,,,,,,,101,,,
11/8/2023,HECTOR IBAN BARON GALINDO,"Bogotá, Distrito Capital",Bogotá,Bosa,TIC,9,Cliente 148,12,,,,,,,,346,,,,,,,,,,,,,,,,1481,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,727,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,304,,,,,,,
3/10/2023,HECTOR LEONARDO CANTOR VASQUEZ,"Bogotá, Distrito Capital",Bogotá,Kennedy,Estatales,10,Cliente 149,13,,,,,,,,,,,,334,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,483,,,,,,,,,,,,,,1028,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,414,,,,,,,,,,,,,,215,,,,,,,,,,,,,,784,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,142,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,,106,,,
5/4/2023,HECTOR MARINO PEREZ MENESES,Risaralda,Pereira,Pereira,TIC,5,Cliente 150,8,,188,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,
7/21/2023,HERNAN DARIO ORTIZ OCAMPO,Santander,Bucaramanga,Bucaramanga,Transporte y logística,8,Cliente 151,11,,144,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,572,,,,,,,,,,,,,,,,,1039,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,1428,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,
9/1/2023,HERNANDEZ GARCIA FARLEY,"Bogotá, Distrito Capital",Bogotá,Santa Fe,Construcción,3,Cliente 152,6,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,
11/24/2023,HERNANDO  RODRIGUEZ BETANCOURT,"Bogotá, Distrito Capital",Bogotá,Chia,Transporte y logística,5,Cliente 153,8,,,,,,,,,,,,,,,,,,,,,,,1006,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,951,,,,,,,,,,,,,,,,,,,,,,,324
1/10/2023,HERSON ALEXANDER QUECAN RODRIGUEZ,"Bogotá, Distrito Capital",Bogotá,Santa Fe,Silvicultura,4,Cliente 154,7,,,,,,,,,,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,
1/8/2023,HIDROCARBUROS DEL CASANARE SAS,"Bogotá, Distrito Capital",Bogotá,Ciudad Bolívar,Construcción,10,Cliente 155,13,,,,,,,,,,,,,186,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,793,,,,,,,,,,,,,,183,,,,,,,,,,,,,,1054,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,230,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,288,,
8/3/2023,HUGO ALEJANDRO RAMOS RINCON,Bolívar,Cartagena,Cartagena,Pesca y agricultura,11,Cliente 156,14,,,,,,,,,,,595,,,,,,,,,,,,,1488,,,,,,,,,,,,,,161,,,,,,,,,,,,,416,,,,,,,,,,,,,347,,,,,,,,,,,,,,424,,,,,,,,,,,,,326,,,,,,,,,,,,,,579,,,,,,,,,,,,,228,,,,,,,,,,,,,982,,,,,,,,,,,,,513,,,,,,,,,,,,,242,,,,,,,,,,,,,49,,,,,,,,,,,,,,,313,,
6/20/2023,I2 SISTEMAS Y SEGURIDAD INFORMATICA LTDA,Magdalena,Santa Marta,Santa Marta,Investigación médica y tecnologías en salud,10,Cliente 157,13,,,,,,,87,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,792,,,,,,,,,,,,,,488,,,,,,,,,,,,,,302,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,314,,,,,,,,,,,,,,1013,,,,,,,,,,,,,,,472,,,,,,,,
2/26/2023,IBLA FERNANDEZ & CIA S.A.S,"Bogotá, Distrito Capital",Bogotá,Puente Aranda,Ganadería,3,Cliente 158,6,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,
4/19/2023,IMPORTACIONES KOREANCAR'S EB S A S,"Bogotá, Distrito Capital",Bogotá,La Candelaria,Agricultura,7,Cliente 159,10,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,496,,,,,,
3/14/2023,INDUPROFF SAS,Cundinamarca,Bogotá,Bosa,Silvicultura,3,Cliente 160,6,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,
10/8/2023,INDUSTRIA TEXTIL COLOMBIANA S.A.S.,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Turismo y hostelería,4,Cliente 161,7,,,,,,,,,,,,,,,,,,,,,451,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,,,
6/2/2023,INDUSTRIA Y SIGNIFICADO S A S,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Capacitación formal,12,Cliente 162,15,,,,,128,,,,,,,,,,,,292,,,,,,,,,,,,290,,,,,,,,,,,,,233,,,,,,,,,,,,,1080,,,,,,,,,,,,717,,,,,,,,,,,,745,,,,,,,,,,,,334,,,,,,,,,,,,341,,,,,,,,,,,,314,,,,,,,,,,,,196,,,,,,,,,,,,302,,,,,,,,,,,,464,,,,,,,,,,,,,,595,,,,,,,,,,,,,,,312,,,,,,,
7/25/2023,INDUSTRIAS BISONTE S A,"Bogotá, Distrito Capital",Bogotá,Barrios Unidos,Investigación médica y tecnologías en salud,5,Cliente 163,8,,113,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,
11/6/2023,INDUSTRIAS DE CORTES DOBLECES Y TAPAS LTDA,Valle del Cauca,Cali,Cali,Construcción,7,Cliente 164,10,,,,,,,154,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,705,,,,,,,,,,,,
9/27/2023,INDUSTRIAS EMPIS SAS,Tolima,Ibagué,Ibagué,Pesca y agricultura,4,Cliente 165,7,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,1542,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,557,,,,,,,,,,,,,,,,,,,,
11/12/2023,INDUSTRIAS ERREGE S.A.S.,Bolívar,Cartagena,Cartagena,Capacitación formal,5,Cliente 166,8,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,460,,,,
3/22/2023,INDUSTRIAS TECNICAS DE CORTE DE LAMINA SAS,Magdalena,Santa Marta,Santa Marta,Pesca y agricultura,5,Cliente 167,8,,,,,167,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,,,,,458,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,
10/13/2023,INGENIERIA MANTENIMIENTO Y ENERGIA SAS,"Bogotá, Distrito Capital",Bogotá,Madrid,Energía,6,Cliente 168,9,,,,,,208,,,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,727,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,1079,,,,,,,,,,,,,,,,,,,,518,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,
3/13/2023,INGENIEROS PLANIFICADORES INMOBILIARIOS 5G S.A.S,Antioquia,Medellín,Medellín,"Cultura, ocio y entretenimiento",6,Cliente 169,9,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,769,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,,1035,,,,,,,,,,,,,,,,,,,,103,,,
9/1/2023,INGEPLAN.CO SAS EMPRESA DE BENEFICIO E INTERES COLECTIVO BIC,"Bogotá, Distrito Capital",Bogotá,Santa Fe,Energía,4,Cliente 170,7,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,
2/3/2023,INGTEGRAL S.A.S.,Cundinamarca,Bogotá,Barrios Unidos,Agricultura,7,Cliente 171,10,,85,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,
8/3/2023,INMOBILIARIA ROBERTO ESCALLON ESCALLON & CIA LTDA,Quindío,Armenia,Armenia,Servicios financieros,11,Cliente 172,14,,,,,,,83,,,,,,,,,,,,,306,,,,,,,,,,,,,,175,,,,,,,,,,,,,442,,,,,,,,,,,,,743,,,,,,,,,,,,,,499,,,,,,,,,,,,,1483,,,,,,,,,,,,,,195,,,,,,,,,,,,,181,,,,,,,,,,,,,228,,,,,,,,,,,,,292,,,,,,,,,,,,,245,,,,,,,,,,,,,60,,,,,,,,,,,,,,,588,,,,,,
8/10/2023,INTECPLAST INYECCION TECNICA DE PLASTICOS S.A.S.,Risaralda,Pereira,Pereira,Estatales,6,Cliente 173,9,,,,,147,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,489,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,
11/8/2023,INTER EXPO SAS,"Bogotá, Distrito Capital",Bogotá,Los Mártires,Silvicultura,4,Cliente 174,7,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,,,,,,,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,286,,
11/11/2023,INTERNATIONAL AUDIT GROUP S A S,"Bogotá, Distrito Capital",Bogotá,Fontibón,Construcción,6,Cliente 175,9,,,,,,,181,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,487,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,567,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,553,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,
6/24/2023,INTRAMEC E.U.,Risaralda,Pereira,Pereira,Agricultura,7,Cliente 176,10,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,972,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,545,,,,
3/6/2023,INVERSIONES ROA V SOLANO S A S,"Bogotá, Distrito Capital",Bogotá,Teusaquillo,Agricultura,2,Cliente 177,5,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2023,IPS VITAL ESPECIALISTAS EN DIAGNOSTICO MEDICO S.A.S,Magdalena,Santa Marta,Santa Marta,Investigación médica y tecnologías en salud,4,Cliente 178,7,,,,,,,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,
12/4/2023,ISI EMERGING MARKETS COLOMBIA S A S,"Bogotá, Distrito Capital",Bogotá,Rafael Uribe Uribe,Industria manufacturera,5,Cliente 179,8,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,584,,,,,,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,585,,,,
3/25/2023,ISRAEL  ZABALA LARA,"Bogotá, Distrito Capital",Bogotá,Madrid,Construcción,6,Cliente 180,9,,,,,171,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,
8/17/2023,J&L INGENIERIA E INVERSIONES SAS,"Bogotá, Distrito Capital",Bogotá,Funza,TIC,3,Cliente 181,6,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,,,,,,,,,,,,,
